v8-version,4,6,85,31,0
code-creation,Stub,11,0x1a5fe6c2dee0,296,"BinaryOpICStub"
code-creation,Handler,3,0x1a5fe6c2e020,112,"An IC handler from the snapshot"
code-creation,Stub,11,0x1a5fe6c2e0a0,332,"BinaryOpICStub"
code-creation,Stub,12,0x1a5fe6c2e200,173,"CompareICStub"
code-creation,Handler,3,0x1a5fe6c2e2c0,120,"An IC handler from the snapshot"
code-creation,Stub,2,0x1a5fe6c2e340,946,"StoreFastElementStub"
code-creation,Stub,2,0x1a5fe6c2e700,962,"StoreFastElementStub"
code-creation,Handler,3,0x1a5fe6c2eae0,120,"An IC handler from the snapshot"
code-creation,CallIC,8,0x1a5fe6c2eb60,628,"A call IC from the snapshot"
code-creation,Handler,3,0x1a5fe6c2ede0,112,"An IC handler from the snapshot"
code-creation,Handler,3,0x1a5fe6c2ee60,120,"An IC handler from the snapshot"
code-creation,Stub,2,0x1a5fe6c2eee0,502,"ArrayNArgumentsConstructorStub"
code-creation,Handler,3,0x1a5fe6c2f0e0,112,"An IC handler from the snapshot"
code-creation,Stub,11,0x1a5fe6c2f160,332,"BinaryOpICStub"
code-creation,Handler,3,0x1a5fe6c2f2c0,120,"An IC handler from the snapshot"
tick,0x7fb305acae2c,4864,0,0x0,4
tick,0x7fb305b59617,4883,0,0x0,4
code-creation,Stub,14,0x1a5fe6c2f340,212,"ToBooleanStub"
code-creation,Stub,11,0x1a5fe6c2f420,152,"BinaryOpICStub"
code-creation,CallIC,8,0x1a5fe6c2f4c0,113,"A call IC from the snapshot"
code-creation,Stub,11,0x1a5fe6c2f540,152,"BinaryOpICStub"
code-creation,Stub,2,0x1a5fe6c2f5e0,566,"ArraySingleArgumentConstructorStub"
code-creation,Stub,11,0x1a5fe6c2f820,212,"BinaryOpICStub"
code-creation,Stub,2,0x1a5fe6c2f900,603,"ArrayConstructorStub"
code-creation,Handler,3,0x1a5fe6c2fb60,120,"An IC handler from the snapshot"
code-creation,Stub,11,0x1a5fe6c2fbe0,462,"BinaryOpICStub"
code-creation,Stub,2,0x1a5fe6c2fdc0,438,"FastNewContextStub"
code-creation,Stub,2,0x1a5fe6c2ff80,766,"FastNewClosureStub"
code-creation,Stub,2,0x1a5fe6c30280,336,"StoreFastElementStub"
code-creation,Handler,3,0x1a5fe6c303e0,272,"An IC handler from the snapshot"
code-creation,Handler,3,0x1a5fe6c30500,120,"An IC handler from the snapshot"
code-creation,Stub,2,0x1a5fe6c30580,510,"FastNewContextStub"
code-creation,Handler,3,0x1a5fe6c30780,220,"An IC handler from the snapshot"
code-creation,StoreIC,9,0x1a5fe6c30860,123,"A store IC from the snapshot"
code-creation,StoreIC,9,0x1a5fe6c308e0,123,"A store IC from the snapshot"
code-creation,StoreIC,9,0x1a5fe6c30960,123,"A store IC from the snapshot"
code-creation,StoreIC,9,0x1a5fe6c309e0,123,"A store IC from the snapshot"
code-creation,Builtin,4,0x1a5fe6c30a60,115,"Illegal"
code-creation,Builtin,4,0x1a5fe6c30ae0,569,"JSConstructStubGeneric"
code-creation,Builtin,4,0x1a5fe6c30d20,115,"RestrictedFunctionPropertiesThrower"
code-creation,Builtin,4,0x1a5fe6c30da0,115,"EmptyFunction"
code-creation,Builtin,4,0x1a5fe6c30e20,500,"StringConstructCode"
code-creation,Builtin,4,0x1a5fe6c31020,123,"ArrayCode"
code-creation,Builtin,4,0x1a5fe6c310a0,158,"CompileLazy"
code-creation,Builtin,4,0x1a5fe6c31140,115,"ArrayPush"
code-creation,Builtin,4,0x1a5fe6c311c0,115,"ArrayPop"
code-creation,Builtin,4,0x1a5fe6c31240,115,"ArrayShift"
code-creation,Builtin,4,0x1a5fe6c312c0,115,"ArrayUnshift"
code-creation,Builtin,4,0x1a5fe6c31340,115,"ArraySlice"
code-creation,Builtin,4,0x1a5fe6c313c0,115,"ArraySplice"
code-creation,Builtin,4,0x1a5fe6c31440,115,"ArrayConcat"
code-creation,Builtin,4,0x1a5fe6c314c0,120,"HandleApiCall"
code-creation,Builtin,4,0x1a5fe6c31540,120,"HandleApiCallConstruct"
code-creation,Builtin,4,0x1a5fe6c315c0,115,"HandleApiCallAsFunction"
code-creation,Builtin,4,0x1a5fe6c31640,115,"HandleApiCallAsConstructor"
code-creation,Builtin,4,0x1a5fe6c316c0,115,"RestrictedStrictArgumentsPropertiesThrower"
code-creation,Builtin,4,0x1a5fe6c31740,186,"InOptimizationQueue"
code-creation,Builtin,4,0x1a5fe6c31800,268,"JSConstructStubForDerived"
code-creation,Builtin,4,0x1a5fe6c31920,439,"JSConstructStubApi"
code-creation,Builtin,4,0x1a5fe6c31ae0,260,"JSEntryTrampoline"
code-creation,Builtin,4,0x1a5fe6c31c00,239,"JSConstructEntryTrampoline"
code-creation,Builtin,4,0x1a5fe6c31d00,236,"InterpreterEntryTrampoline"
code-creation,Builtin,4,0x1a5fe6c31e00,100,"InterpreterExitTrampoline"
code-creation,Builtin,4,0x1a5fe6c31e80,170,"CompileOptimized"
code-creation,Builtin,4,0x1a5fe6c31f40,170,"CompileOptimizedConcurrent"
code-creation,Builtin,4,0x1a5fe6c32000,212,"NotifyDeoptimized"
code-creation,Builtin,4,0x1a5fe6c320e0,222,"NotifySoftDeoptimized"
code-creation,Builtin,4,0x1a5fe6c321c0,222,"NotifyLazyDeoptimized"
code-creation,Builtin,4,0x1a5fe6c322a0,196,"NotifyStubFailure"
code-creation,Builtin,4,0x1a5fe6c32380,196,"NotifyStubFailureSaveDoubles"
code-creation,Builtin,4,0x1a5fe6c32460,122,"KeyedLoadIC_Miss"
code-creation,Builtin,4,0x1a5fe6c324e0,123,"StoreIC_Miss"
code-creation,Builtin,4,0x1a5fe6c32560,123,"KeyedStoreIC_Miss"
code-creation,LoadIC,6,0x1a5fe6c325e0,134,"A load IC from the snapshot"
code-creation,KeyedLoadIC,7,0x1a5fe6c32680,1054,"A keyed load IC from the snapshot"
code-creation,StoreIC,9,0x1a5fe6c32aa0,136,"A store IC from the snapshot"
code-creation,KeyedStoreIC,10,0x1a5fe6c32b40,123,"A keyed store IC from the snapshot"
code-creation,KeyedStoreIC,10,0x1a5fe6c32bc0,123,"A keyed store IC from the snapshot"
code-creation,KeyedStoreIC,10,0x1a5fe6c32c40,3272,"A keyed store IC from the snapshot"
code-creation,KeyedStoreIC,10,0x1a5fe6c33920,123,"A keyed store IC from the snapshot"
code-creation,KeyedStoreIC,10,0x1a5fe6c339a0,123,"A keyed store IC from the snapshot"
code-creation,KeyedStoreIC,10,0x1a5fe6c33a20,3282,"A keyed store IC from the snapshot"
code-creation,Builtin,4,0x1a5fe6c34700,449,"FunctionCall"
code-creation,Builtin,4,0x1a5fe6c348e0,488,"FunctionApply"
code-creation,Builtin,4,0x1a5fe6c34ae0,488,"ReflectApply"
code-creation,Builtin,4,0x1a5fe6c34ce0,333,"ReflectConstruct"
code-creation,Builtin,4,0x1a5fe6c34e40,116,"InternalArrayCode"
code-creation,Builtin,4,0x1a5fe6c34ec0,178,"OnStackReplacement"
code-creation,Builtin,4,0x1a5fe6c34f80,113,"InterruptCheck"
code-creation,Builtin,4,0x1a5fe6c35000,165,"OsrAfterStackCheck"
code-creation,Builtin,4,0x1a5fe6c350c0,113,"StackCheck"
code-creation,Builtin,4,0x1a5fe6c35140,206,"MarkCodeAsToBeExecutedOnce"
code-creation,Builtin,4,0x1a5fe6c35220,206,"MarkCodeAsExecutedOnce"
code-creation,Builtin,4,0x1a5fe6c35300,197,"MarkCodeAsExecutedTwice"
code-creation,Builtin,4,0x1a5fe6c353e0,197,"MakeQuadragenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x1a5fe6c354c0,197,"MakeQuadragenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x1a5fe6c355a0,197,"MakeQuinquagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x1a5fe6c35680,197,"MakeQuinquagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x1a5fe6c35760,197,"MakeSexagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x1a5fe6c35840,197,"MakeSexagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x1a5fe6c35920,197,"MakeSeptuagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x1a5fe6c35a00,197,"MakeSeptuagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x1a5fe6c35ae0,197,"MakeOctogenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x1a5fe6c35bc0,197,"MakeOctogenarianCodeYoungAgainEvenMarking"
code-creation,Handler,3,0x1a5fe6c35ca0,120,"An IC handler from the snapshot"
code-creation,Handler,3,0x1a5fe6c35d20,120,"An IC handler from the snapshot"
code-creation,Handler,3,0x1a5fe6c35da0,120,"An IC handler from the snapshot"
code-creation,Handler,3,0x1a5fe6c35e20,120,"An IC handler from the snapshot"
code-creation,Handler,3,0x1a5fe6c35ea0,121,"An IC handler from the snapshot"
code-creation,Handler,3,0x1a5fe6c35f20,121,"An IC handler from the snapshot"
code-creation,Handler,3,0x1a5fe6c35fa0,278,"An IC handler from the snapshot"
code-creation,Handler,3,0x1a5fe6c360c0,278,"An IC handler from the snapshot"
code-creation,Handler,3,0x1a5fe6c361e0,350,"An IC handler from the snapshot"
code-creation,Builtin,4,0x1a5fe6c36340,199,"Return_DebugBreak"
code-creation,Builtin,4,0x1a5fe6c36420,197,"Slot_DebugBreak"
code-creation,Builtin,4,0x1a5fe6c36500,97,"PlainReturn_LiveEdit"
code-creation,Builtin,4,0x1a5fe6c36580,137,"FrameDropper_LiveEdit"
tick,0xaebb04,6434,0,0x0,1
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"Object",0x19433f445e98,
code-creation,LazyCompile,4,0x1a5fe6c30d20,115,"ThrowTypeError",0x19433f4462d0,
code-creation,LazyCompile,4,0x1a5fe6c30da0,115," :1:1",0x19433f4463a0,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"",0x19433f446640,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"Boolean",0x19433f446f90,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"Date",0x19433f4470a8,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"Function",0x19433f4471e0,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"Symbol",0x19433f4472f8,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"Number",0x19433f447410,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"RegExp",0x19433f4477d0,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"String",0x19433f447978,
code-creation,LazyCompile,4,0x1a5fe6c31020,123,"Array",0x19433f447cd8,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"",0x19433f447f28,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"",0x19433f44fa90,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"",0x19433f4509e8,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"",0x19433f463cb8,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"",0x19433f463d48,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"OpaqueReference",0x19433f485648,
code-creation,LazyCompile,4,0x1a5fe6c311c0,115,"pop",0x19433f4880c0,
code-creation,LazyCompile,4,0x1a5fe6c31140,115,"push",0x19433f488170,
code-creation,LazyCompile,4,0x1a5fe6c31240,115,"shift",0x19433f488220,
code-creation,LazyCompile,4,0x1a5fe6c312c0,115,"unshift",0x19433f4882d0,
code-creation,LazyCompile,4,0x1a5fe6c31340,115,"slice",0x19433f488360,
code-creation,LazyCompile,4,0x1a5fe6c313c0,115,"splice",0x19433f488410,
code-creation,LazyCompile,4,0x1a5fe6c31440,115,"concat",0x19433f4884a0,
code-creation,LazyCompile,4,0x1a5fe6c30d20,115,"ThrowTypeError",0x19433f4885e0,
code-creation,LazyCompile,4,0x1a5fe6c34700,449,"call",0x19433f488690,
code-creation,LazyCompile,4,0x1a5fe6c348e0,488,"apply",0x19433f488740,
code-creation,LazyCompile,4,0x1a5fe6c30da0,115," :1:1",0x19433f488810,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"",0x19433f488978,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"Math",0x19433f4999c0,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"JSON",0x19433f49ab20,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"Arguments",0x19433f49bc18,
code-creation,LazyCompile,4,0x1a5fe6c316c0,115,"ThrowTypeError",0x19433f49bd00,
code-creation,LazyCompile,4,0x1a5fe6c315c0,115,"",0x19433f49bd90,
code-creation,LazyCompile,4,0x1a5fe6c31640,115,"",0x19433f49be20,
code-creation,LazyCompile,4,0x1a5fe6c30a60,115,"",0x19433f49beb0,
code-creation,LazyCompile,4,0x1a5fe6c34e40,116,"InternalPackedArray",0x19433f49d658,
code-creation,LazyCompile,4,0x1a5fe6c34e40,116,"InternalArray",0x19433f49e688,
code-creation,LazyCompile,4,0x1a5fe6c31020,123,"Array",0x19433f49e718,
code-creation,Function,0,0x1a5fe6c36620,372," native harmony-spread.js:4:10",0x19433f4e4950,~
code-creation,Script,0,0x1a5fe6c367a0,284,"native harmony-spread.js",0x19433f4e4a98,~
code-creation,Function,0,0x1a5fe6c368c0,540," native harmony-object.js:2:10",0x19433f4e4fc8,~
code-creation,Script,0,0x1a5fe6c36ae0,244,"native harmony-object.js",0x19433f4e5108,~
code-creation,LazyCompile,0,0x1a5fe6c36be0,268,"Import native prologue.js:16:16",0x19433f49bfd0,~
code-creation,LazyCompile,0,0x1a5fe6c36d00,752,"InstallFunctions native prologue.js:48:26",0x19433f49c918,~
code-disable-optimization,"SAR","Call to a JavaScript runtime function"
tick,0xbee233,8284,0,0x2e91c30,2,0xc81b10,0x1a5fe6c36dc0,0x1a5fe6c36a93
code-creation,LazyCompile,0,0x1a5fe6c37000,652,"SAR native runtime.js:248:13",0x19433f4674a8,
code-disable-optimization,"ADD","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x1a5fe6c372a0,956,"ADD native runtime.js:110:13",0x19433f4663d0,
code-creation,LazyCompile,0,0x1a5fe6c37660,404,"SetFunctionName native prologue.js:27:25",0x19433f49c680,~
code-creation,Function,0,0x1a5fe6c37800,484," native harmony-object-observe.js:2:10",0x19433f4e5ba8,~
code-creation,Script,0,0x1a5fe6c37a00,244,"native harmony-object-observe.js",0x19433f4e5ce8,~
code-creation,LazyCompile,0,0x1a5fe6c37b00,1128,"PostExperimentals native prologue.js:155:27",0x19433f49d1b0,~
code-creation,LazyCompile,0,0x1a5fe6c37f80,268," native harmony-object.js:7:18",0x19433f4e4e18,~
code-creation,LazyCompile,0,0x1a5fe6c380a0,444," native v8natives.js:27:34",0x19433f45bcd0,~
code-creation,Function,0,0x1a5fe6c38260,3228," node.js:10:10",0x19433f4f0770,~
code-creation,Script,0,0x1a5fe6c38f00,244,"node.js",0x19433f4f08b8,~
tick,0xbee211,10288,0,0x0,2
code-creation,LazyCompile,0,0x1a5fe6c39000,1424,"WeakMap native weak-collection.js:8:28",0x19433f499570,~
code-creation,LazyCompile,0,0x1a5fe6c395a0,484,"some native array.js:987:19",0x19433f4710a0,~
code-disable-optimization,"SHR","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x1a5fe6c397a0,444,"SHR native runtime.js:266:13",0x19433f4676b8,
code-creation,LazyCompile,0,0x1a5fe6c39960,1528,"InnerArraySome native array.js:967:24",0x19433f470fd0,~
code-disable-optimization,"IN","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x1a5fe6c39f60,644,"IN native runtime.js:277:12",0x19433f4678b8,
code-creation,LazyCompile,0,0x1a5fe6c3a200,476," node.js:882:58",0x19433f4efe48,~
code-creation,LazyCompile,0,0x1a5fe6c3a3e0,428,"RegExp native regexp.js:36:27",0x19433f477908,~
code-creation,LazyCompile,0,0x1a5fe6c3a5a0,1164,"DoConstructRegExp native regexp.js:20:27",0x19433f477b90,~
code-creation,LazyCompile,0,0x1a5fe6c3aa40,556,"ToString native runtime.js:453:18",0x19433f468728,~
code-creation,Handler,3,0x1a5fe6c3ac80,141,"$toString"
tick,0xa65aee,12372,0,0x797,2,0xc81b10,0x1a5fe6c3a4bb,0x1a5fe6c3a2dd,0x1a5fe6c39e1a,0x1a5fe6c3973a,0x1a5fe6c38bf3
code-creation,LazyCompile,0,0x1a5fe6c3ad20,980,"match native string.js:122:23",0x19433f479c80,~
code-creation,Stub,2,0x1a5fe6c3b100,1801,"RecordWriteStub"
code-creation,Stub,2,0x1a5fe6c3b820,923,"RegExpExecStub"
code-creation,Stub,2,0x1a5fe6c3bbc0,714,"RegExpConstructResultStub"
code-creation,LazyCompile,0,0x1a5fe6c3bea0,1048,"RegExpExecNoTests native regexp.js:62:27",0x19433f477f20,~
code-creation,RegExp,5,0x1a5fe6c3c2c0,1028,"^--expose[-_]internals$"
code-creation,Stub,14,0x1a5fe6c3c6e0,204,"ToBooleanStub(Null)"
code-creation,LazyCompile,0,0x1a5fe6c3c7c0,6732,"startup node.js:13:19",0x19433f4eee88,~
code-creation,LazyCompile,0,0x1a5fe6c3e220,916,"NativeModule.require node.js:850:34",0x19433f4efc50,~
code-creation,LazyCompile,0,0x1a5fe6c3e5c0,244,"NativeModule.getCached node.js:874:36",0x19433f4efcf8,~
code-creation,Stub,14,0x1a5fe6c3e6c0,204,"ToBooleanStub(Undefined)"
code-creation,LazyCompile,0,0x1a5fe6c3e7a0,284,"NativeModule.exists node.js:878:33",0x19433f4efda0,~
code-creation,LazyCompile,0,0x1a5fe6c3e8c0,516,"hasOwnProperty native v8natives.js:111:30",0x19433f4564f0,~
code-creation,LazyCompile,0,0x1a5fe6c3eae0,276,"ToName native runtime.js:466:16",0x19433f468918,~
code-creation,Stub,11,0x1a5fe6c3ec00,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x1a5fe6c3ec80,340,"NativeModule node.js:840:24",0x19433f4ef128,~
code-creation,Stub,11,0x1a5fe6c3ede0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x1a5fe6c3ee60,260,"NativeModule.cache node.js:929:42",0x19433f4f0300,~
code-creation,LazyCompile,0,0x1a5fe6c3ef80,692,"NativeModule.compile node.js:916:44",0x19433f4f0258,~
code-creation,LazyCompile,0,0x1a5fe6c3f240,244,"NativeModule.getSource node.js:903:36",0x19433f4f00e8,~
tick,0x7fb305afa358,14061,0,0x7700000021,2,0xc81b10,0x1a5fe6c3f05a,0x1a5fe6c3e57a,0x1a5fe6c3c89b,0x1a5fe6c38eb5
code-creation,LazyCompile,0,0x1a5fe6c3f340,332,"NativeModule.wrap node.js:907:31",0x19433f4f0190,~
code-creation,Stub,11,0x1a5fe6c3f4a0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,11,0x1a5fe6c3f520,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x1a5fe6c3f5a0,308,"runInThisContext node.js:835:28",0x19433f4ef080,~
code-creation,Stub,2,0x1a5fe6c3f6e0,526,"FastNewContextStub"
code-creation,Function,0,0x1a5fe6c3f900,2484," events.js:1:11",0x19433f4f8998,~
code-creation,Script,0,0x1a5fe6c402c0,244,"events.js",0x19433f4f8ad8,~
code-creation,Handler,3,0x1a5fe6c403c0,161,"undefined"
code-creation,LazyCompile,0,0x1a5fe6c40480,1304,"defineProperty native v8natives.js:766:30",0x19433f459a28,~
code-creation,LazyCompile,0,0x1a5fe6c409a0,2188,"ToPropertyDescriptor native v8natives.js:237:30",0x19433f457400,~
code-creation,LazyCompile,0,0x1a5fe6c41240,508,"PropertyDescriptor native v8natives.js:284:28",0x19433f457878,~
code-creation,LazyCompile,0,0x1a5fe6c41440,604,"ToBoolean native runtime.js:427:19",0x19433f4683f0,~
code-creation,LazyCompile,0,0x1a5fe6c416a0,268,"PropertyDescriptor_SetEnumerable native v8natives.js:325:58",0x19433f45c2a0,~
code-creation,Handler,3,0x1a5fe6c417c0,141,"$toName"
tick,0x7fb305b5963d,15811,0,0x0,0,0xb92d40,0x1a5fe6c3a19a,0x1a5fe6c40bb8,0x1a5fe6c408fe,0x1a5fe6c3fe34,0x1a5fe6c3f1ce,0x1a5fe6c3e57a,0x1a5fe6c3c89b,0x1a5fe6c38eb5
code-creation,LazyCompile,0,0x1a5fe6c41860,268,"PropertyDescriptor_SetGetter native v8natives.js:356:47",0x19433f45cfd0,~
code-creation,LazyCompile,0,0x1a5fe6c41980,268,"PropertyDescriptor_SetSetter native v8natives.js:366:47",0x19433f45d418,~
code-creation,LazyCompile,0,0x1a5fe6c41aa0,300,"IsInconsistentDescriptor native v8natives.js:198:34",0x19433f4570d0,~
code-creation,LazyCompile,0,0x1a5fe6c41be0,388,"IsAccessorDescriptor native v8natives.js:186:30",0x19433f456c10,~
code-creation,LazyCompile,0,0x1a5fe6c41d80,252,"PropertyDescriptor_HasGetter native v8natives.js:363:50",0x19433f45d298,~
code-creation,LazyCompile,0,0x1a5fe6c41e80,388,"IsDataDescriptor native v8natives.js:190:26",0x19433f456dc8,~
code-creation,LazyCompile,0,0x1a5fe6c42020,252,"PropertyDescriptor_HasValue native v8natives.js:322:48",0x19433f45c120,~
code-creation,LazyCompile,0,0x1a5fe6c42120,252,"PropertyDescriptor_HasWritable native v8natives.js:342:54",0x19433f45c9d0,~
code-creation,LazyCompile,0,0x1a5fe6c42220,572,"DefineOwnProperty native v8natives.js:633:27",0x19433f4590e8,~
code-creation,LazyCompile,0,0x1a5fe6d06000,8132,"DefineObjectProperty native v8natives.js:464:30",0x19433f4582e8,~
code-creation,LazyCompile,0,0x1a5fe6d07fe0,932,"ConvertDescriptorArrayToDescriptor native v8natives.js:377:44",0x19433f4579a0,~
code-creation,LazyCompile,0,0x1a5fe6d083a0,252,"PropertyDescriptor_HasEnumerable native v8natives.js:332:58",0x19433f45c588,~
code-creation,LazyCompile,0,0x1a5fe6d084a0,252,"PropertyDescriptor_IsEnumerable native v8natives.js:329:56",0x19433f45c408,~
code-disable-optimization,"BIT_OR","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x1a5fe6d085a0,444,"BIT_OR native runtime.js:197:16",0x19433f466eb8,
code-creation,LazyCompile,0,0x1a5fe6d08760,252,"PropertyDescriptor_HasConfigurable native v8natives.js:350:62",0x19433f45ccc0,~
code-creation,Handler,3,0x1a5fe6d08860,164,"hasValue"
code-creation,Handler,3,0x1a5fe6d08920,164,"hasWritable"
code-creation,LazyCompile,0,0x1a5fe6d089e0,356,"IsGenericDescriptor native v8natives.js:194:29",0x19433f456f58,~
code-creation,Handler,3,0x1a5fe6d08b60,164,"hasGetter"
code-creation,LazyCompile,0,0x1a5fe6d08c20,252,"PropertyDescriptor_GetGetter native v8natives.js:360:47",0x19433f45d118,~
code-creation,LazyCompile,0,0x1a5fe6d08d20,252,"PropertyDescriptor_HasSetter native v8natives.js:373:50",0x19433f45d5d8,~
code-creation,LazyCompile,0,0x1a5fe6d08e20,252,"PropertyDescriptor_GetSetter native v8natives.js:370:47",0x19433f45d4f8,~
code-creation,Handler,3,0x1a5fe6d08f20,171,"Object"
code-creation,LazyCompile,0,0x1a5fe6d08fe0,532,"create native v8natives.js:757:22",0x19433f459960,~
code-creation,LazyCompile,0,0x1a5fe6d09200,1180,"defineProperties native v8natives.js:801:32",0x19433f459d78,~
code-creation,LazyCompile,0,0x1a5fe6d096a0,1380,"GetOwnEnumerablePropertyNames native v8natives.js:783:39",0x19433f459c98,~
code-creation,Stub,3,0x1a5fe6d09c20,300,"LoadFastElementStub"
code-creation,Handler,3,0x1a5fe6d09d60,192,"value_"
code-creation,StoreIC,9,0x1a5fe6d09e20,134,"value_"
code-creation,Handler,3,0x1a5fe6d09ec0,192,"hasValue_"
code-creation,StoreIC,9,0x1a5fe6d09f80,134,"hasValue_"
code-creation,Handler,3,0x1a5fe6d0a020,192,"writable_"
code-creation,StoreIC,9,0x1a5fe6d0a0e0,134,"writable_"
code-creation,Handler,3,0x1a5fe6d0a180,192,"hasWritable_"
code-creation,StoreIC,9,0x1a5fe6d0a240,134,"hasWritable_"
code-creation,Handler,3,0x1a5fe6d0a2e0,192,"enumerable_"
code-creation,StoreIC,9,0x1a5fe6d0a3a0,134,"enumerable_"
code-creation,Handler,3,0x1a5fe6d0a440,192,"hasEnumerable_"
code-creation,StoreIC,9,0x1a5fe6d0a500,134,"hasEnumerable_"
code-creation,Handler,3,0x1a5fe6d0a5a0,192,"configurable_"
code-creation,StoreIC,9,0x1a5fe6d0a660,134,"configurable_"
tick,0x7fb305b5963d,17710,0,0x0,0,0xb93200,0x1a5fe6c4133f,0x1a5fe6c40ad7,0x1a5fe6d0940c,0x1a5fe6d091a4,0x1a5fe6c3ca4b,0x1a5fe6c38eb5
code-creation,Handler,3,0x1a5fe6d0a700,192,"hasConfigurable_"
code-creation,StoreIC,9,0x1a5fe6d0a7c0,134,"hasConfigurable_"
code-creation,Handler,3,0x1a5fe6d0a860,192,"get_"
code-creation,StoreIC,9,0x1a5fe6d0a920,134,"get_"
code-creation,Handler,3,0x1a5fe6d0a9c0,192,"hasGetter_"
code-creation,StoreIC,9,0x1a5fe6d0aa80,134,"hasGetter_"
code-creation,Handler,3,0x1a5fe6d0ab20,192,"set_"
code-creation,StoreIC,9,0x1a5fe6d0abe0,134,"set_"
code-creation,Handler,3,0x1a5fe6d0ac80,192,"hasSetter_"
code-creation,StoreIC,9,0x1a5fe6d0ad40,134,"hasSetter_"
code-creation,LazyCompile,0,0x1a5fe6d0ade0,268,"PropertyDescriptor_SetValue native v8natives.js:315:48",0x19433f45be58,~
